Id,Domicilio,Transporte,TarjetasCredito,Edad,Sexo,Sueldo
21648,LimaModerna1,CAMIONETA RURAL,2,51,M,40152
21649,LimaModerna1,CAMIONETA RURAL,2,51,M,40152
21650,LimaModerna1,CAMIONETA RURAL,3,36,M,930
21651,LimaModerna1,CAMIONETA RURAL,1,52,M,9000
21652,LimaModerna1,CAMIONETA RURAL,1,38,F,15664
21653,Callao,AUTOMOVIL,2,55,M,5476
21654,LimaModerna2,AUTOMOVIL,1,33,F,2270
21655,LimaModerna2,AUTOMOVIL,3,49,M,5846
21656,LimaModerna2,AUTOMOVIL,1,28,M,4587
21657,LimaModerna1,AUTOMOVIL,2,36,M,13983
21658,LimaModerna1,AUTOMOVIL,2,47,M,4526
21659,LimaModerna2,AUTOMOVIL,2,36,F,7848
21660,LimaModerna2,AUTOMOVIL,2,31,F,6200
21661,LimaModerna2,CAMIONETA RURAL,3,40,M,2343
21662,LimaModerna2,CAMIONETA RURAL,3,40,M,2343
21663,LimaModerna2,CAMIONETA RURAL,4,52,M,10200
21664,LimaModerna2,CAMIONETA RURAL,5,56,F,8041
21665,LimaModerna2,CAMIONETA RURAL,2,41,M,9000
21666,LimaModerna2,CAMIONETA RURAL,1,37,M,13000
21667,LimaModerna2,CAMIONETA RURAL,1,43,M,19856
21668,LimaEste,AUTOMOVIL,1,38,M,3500
21669,LimaEste,AUTOMOVIL,4,30,M,3893
21670,LimaEste,AUTOMOVIL,2,40,M,930
21671,LimaEste,AUTOMOVIL,1,44,M,4200
21672,LimaEste,AUTOMOVIL,2,59,M,13500
21673,LimaEste,AUTOMOVIL,2,41,F,7684
21674,LimaEste,AUTOMOVIL,1,36,M,6093
21675,LimaEste,AUTOMOVIL,3,39,M,1183
21676,LimaSur,AUTOMOVIL,2,49,M,5406
21677,LimaModerna1,AUTOMOVIL,4,30,M,4280
21678,LimaModerna2,AUTOMOVIL,2,46,F,2005
21679,LimaModerna2,AUTOMOVIL,2,37,M,2588
21680,LimaModerna2,AUTOMOVIL,4,38,F,930
21681,LimaModerna2,AUTOMOVIL,4,36,M,1893
21682,LimaModerna1,CAMIONETA RURAL,2,41,M,8400
21683,LimaModerna1,CAMIONETA RURAL,5,38,M,15412
21684,LimaModerna1,CAMIONETA RURAL,2,44,M,22921
21685,LimaModerna1,CAMIONETA RURAL,2,50,F,30000
21686,LimaModerna1,AUTOMOVIL,1,33,M,3000
21687,LimaEste,CAMIONETA RURAL,2,34,M,5408
21688,LimaEste,CAMIONETA RURAL,2,47,F,9680
21689,LimaModerna1,CAMIONETA RURAL,1,48,M,118263
21690,LimaModerna1,CAMIONETA RURAL,4,39,M,6000
21691,LimaModerna1,CAMIONETA RURAL,2,48,F,15600
21692,LimaModerna1,CAMIONETA RURAL,2,36,F,3015
21693,LimaModerna1,CAMIONETA RURAL,1,49,F,23608
21694,LimaModerna1,CAMIONETA RURAL,1,23,F,8050
21695,LimaModerna1,CAMIONETA RURAL,2,55,M,15693
21696,LimaModerna1,CAMIONETA RURAL,2,32,M,9593
21697,LimaEste,AUTOMOVIL,5,37,M,10653
21698,LimaEste,AUTOMOVIL,3,24,F,3213
21699,LimaEste,AUTOMOVIL,3,26,M,2654
21700,LimaModerna2,AUTOMOVIL,7,47,M,7464
21701,Callao,STATION WAGON,2,74,M,5104
21702,Callao,STATION WAGON,2,74,M,5104
21703,Callao,STATION WAGON,3,54,M,3319
21704,LimaModerna2,AUTOMOVIL,2,35,M,4992
21705,LimaModerna2,AUTOMOVIL,3,33,M,7200
21706,LimaModerna2,CAMIONETA RURAL,4,64,M,6505
21707,LimaModerna2,CAMIONETA RURAL,3,38,M,12977
21708,Callao,CAMIONETA RURAL,1,52,M,17979
21709,LimaEste,AUTOMOVIL,2,40,M,7000
21710,LimaEste,AUTOMOVIL,3,31,M,930
21711,LimaEste,AUTOMOVIL,2,70,M,10000
21712,LimaEste,AUTOMOVIL,4,38,F,12693
21713,LimaSur,AUTOMOVIL,3,41,M,1000
21714,LimaSur,AUTOMOVIL,3,45,F,6593
21715,LimaModerna2,AUTOMOVIL,2,60,M,2500
21716,LimaModerna2,AUTOMOVIL,2,49,F,5297
21717,LimaSur,AUTOMOVIL,1,53,M,1173
21718,LimaModerna1,AUTOMOVIL,4,41,F,8523
21719,LimaModerna1,AUTOMOVIL,2,45,M,1333
21720,LimaModerna1,AUTOMOVIL,3,41,M,14500
21721,LimaModerna1,AUTOMOVIL,4,41,M,5034
21722,LimaModerna1,AUTOMOVIL,5,34,M,3502
21723,Callao,AUTOMOVIL,3,34,M,3867
21724,Callao,AUTOMOVIL,3,45,F,1093
21725,Callao,AUTOMOVIL,3,51,M,8299
21726,LimaModerna1,AUTOMOVIL,2,47,F,7946
21727,LimaCentro,AUTOMOVIL,1,54,F,4539
21728,LimaCentro,AUTOMOVIL,2,70,M,1000
21729,LimaCentro,AUTOMOVIL,3,45,M,1642
21730,LimaModerna1,AUTOMOVIL,4,85,M,989
21731,LimaModerna1,AUTOMOVIL,3,67,M,10000
21732,LimaModerna1,AUTOMOVIL,1,75,M,885
21733,LimaNorte,AUTOMOVIL,1,33,M,3139
21734,LimaModerna1,CAMIONETA RURAL,2,37,F,35970
21735,LimaModerna1,CAMIONETA RURAL,2,38,M,1830
21736,LimaModerna1,AUTOMOVIL,2,42,M,8823
21737,LimaNorte,CAMIONETA RURAL,4,29,F,3093
21738,LimaNorte,CAMIONETA RURAL,4,33,F,11766
21739,LimaNorte,CAMIONETA RURAL,4,30,M,6500
21740,LimaSur,STATION WAGON,4,44,F,2960
21741,LimaSur,STATION WAGON,2,38,M,2000
21742,LimaSur,STATION WAGON,2,24,F,1000
21743,LimaCentro,CAMIONETA PICK UP,3,49,M,9573
21744,LimaModerna1,AUTOMOVIL,2,29,M,1856
21745,LimaModerna1,AUTOMOVIL,6,72,F,1982
21746,LimaModerna1,AUTOMOVIL,3,43,M,51999
21747,Callao,AUTOMOVIL,2,69,F,1915
21748,Callao,AUTOMOVIL,2,69,F,1915
21749,Callao,AUTOMOVIL,2,46,M,9129
21750,Callao,AUTOMOVIL,4,58,M,3433
21751,Callao,AUTOMOVIL,4,58,M,3433
21752,LimaModerna1,CAMIONETA RURAL,2,62,M,7081
21753,LimaSur,AUTOMOVIL,3,34,F,14993
21754,LimaModerna1,AUTOMOVIL,3,38,M,90000
21755,LimaModerna2,CAMIONETA RURAL,2,45,M,13093
21756,LimaModerna2,CAMIONETA RURAL,5,54,M,14065
21757,LimaCentro,AUTOMOVIL,4,61,M,2364
21758,LimaEste,AUTOMOVIL,1,35,M,1095
21759,LimaSur,AUTOMOVIL,2,49,M,6109
21760,LimaModerna1,AUTOMOVIL,3,34,F,6326
21761,LimaModerna1,AUTOMOVIL,1,30,M,1570
21762,LimaModerna2,AUTOMOVIL,4,73,M,1896
21763,LimaModerna2,AUTOMOVIL,2,56,M,25233
21764,LimaModerna1,CAMIONETA RURAL,5,61,M,4038
21765,LimaModerna1,CAMIONETA RURAL,2,41,M,1593
21766,LimaModerna1,CAMIONETA RURAL,3,69,M,2731
21767,LimaEste,AUTOMOVIL,4,34,M,2443
21768,LimaEste,AUTOMOVIL,4,33,M,1742
21769,LimaEste,AUTOMOVIL,5,39,M,16725
21770,LimaModerna1,CAMIONETA RURAL,4,42,M,16093
21771,LimaModerna1,CAMIONETA RURAL,1,54,M,11402
21772,LimaModerna1,CAMIONETA RURAL,3,48,M,6181
21773,LimaModerna1,CAMIONETA RURAL,5,40,M,3797
21774,LimaModerna1,CAMIONETA RURAL,5,35,F,20473
21775,LimaModerna1,CAMIONETA RURAL,2,32,F,11141
21776,LimaModerna1,CAMIONETA RURAL,5,70,F,3632
21777,LimaModerna2,AUTOMOVIL,5,44,M,1793
21778,LimaModerna2,AUTOMOVIL,2,31,M,6918
21779,LimaSur,CAMIONETA RURAL,5,41,M,2000
21780,Callao,STATION WAGON,3,61,M,4281
21781,Callao,AUTOMOVIL,2,31,M,14556
21782,LimaModerna2,AUTOMOVIL,1,29,M,1596
21783,LimaModerna2,AUTOMOVIL,4,54,F,2366
21784,LimaModerna2,CAMIONETA RURAL,1,35,F,8767
21785,LimaModerna2,CAMIONETA RURAL,6,40,M,3593
21786,LimaModerna2,CAMIONETA RURAL,2,35,F,15000
21787,LimaModerna2,CAMIONETA RURAL,5,31,M,6450
21788,Callao,CAMIONETA RURAL,5,65,M,12223
21789,LimaEste,AUTOMOVIL,5,33,M,8185
21790,LimaModerna1,CAMIONETA PICK UP,2,34,F,82808
21791,LimaModerna1,CAMIONETA RURAL,3,38,M,24840
21792,LimaSur,AUTOMOVIL,2,34,M,2073
21793,LimaSur,AUTOMOVIL,3,39,F,865
21794,LimaSur,AUTOMOVIL,1,45,M,3843
21795,LimaModerna2,AUTOMOVIL,4,75,M,24856
21796,LimaModerna2,AUTOMOVIL,4,75,M,24856
21797,LimaModerna2,AUTOMOVIL,4,75,M,24856
21798,LimaSur,AUTOMOVIL,2,55,M,2474
21799,LimaSur,AUTOMOVIL,3,34,F,1893
21800,LimaSur,AUTOMOVIL,1,31,M,2264
21801,LimaSur,AUTOMOVIL,3,34,M,3500
21802,LimaSur,AUTOMOVIL,2,45,M,2093
21803,LimaModerna1,AUTOMOVIL,3,42,F,4915
21804,LimaModerna1,AUTOMOVIL,3,42,F,4915
21805,LimaModerna1,AUTOMOVIL,2,50,F,4400
21806,LimaModerna1,AUTOMOVIL,1,44,F,14484
21807,Callao,AUTOMOVIL,1,66,M,2318
21808,Callao,AUTOMOVIL,3,41,M,11093
21809,Callao,AUTOMOVIL,3,49,F,3800
21810,LimaModerna1,AUTOMOVIL,4,74,F,1608
21811,LimaModerna1,AUTOMOVIL,3,70,F,2503
21812,LimaCentro,AUTOMOVIL,2,58,M,3585
21813,LimaCentro,AUTOMOVIL,2,27,M,4223
21814,LimaModerna1,AUTOMOVIL,1,42,M,930
21815,LimaModerna1,AUTOMOVIL,3,76,M,2402
21816,LimaNorte,CAMIONETA PICK UP,2,49,M,1500
21817,LimaModerna1,CAMIONETA RURAL,5,72,M,4141
21818,LimaModerna1,CAMIONETA RURAL,3,55,M,15600
21819,LimaModerna1,CAMIONETA RURAL,2,34,M,6360
21820,LimaModerna1,CAMIONETA RURAL,2,50,M,14170
21821,LimaModerna1,CAMIONETA RURAL,2,48,F,189349
21822,LimaModerna1,AUTOMOVIL,2,38,M,5075
21823,LimaModerna1,AUTOMOVIL,2,40,M,16220
21824,LimaModerna1,AUTOMOVIL,3,82,M,1410
21825,LimaNorte,CAMIONETA RURAL,4,34,M,8086
21826,LimaNorte,CAMIONETA RURAL,5,31,M,6083
21827,LimaNorte,CAMIONETA RURAL,2,58,M,5583
21828,LimaNorte,CAMIONETA RURAL,2,41,M,5640
21829,LimaModerna1,AUTOMOVIL,3,51,F,2997
21830,LimaModerna1,AUTOMOVIL,3,51,F,2997
21831,LimaCentro,CAMIONETA PICK UP,6,36,F,1000
21832,LimaModerna1,AUTOMOVIL,2,50,M,5232
21833,LimaModerna1,AUTOMOVIL,4,61,F,21436
21834,LimaModerna1,AUTOMOVIL,2,52,M,2943
21835,LimaModerna1,AUTOMOVIL,2,35,M,2588
21836,LimaModerna1,AUTOMOVIL,3,61,M,18000
21837,Callao,AUTOMOVIL,1,44,F,5762
21838,Callao,AUTOMOVIL,1,38,M,2043
21839,Callao,AUTOMOVIL,3,30,F,2443
21840,Callao,AUTOMOVIL,2,40,M,3251
21841,Callao,AUTOMOVIL,2,36,F,7330
21842,LimaModerna1,CAMIONETA RURAL,3,31,M,6250
21843,LimaModerna1,CAMIONETA RURAL,2,40,M,6363
21844,LimaModerna1,CAMIONETA RURAL,2,65,M,1803
21845,LimaModerna1,CAMIONETA RURAL,4,46,M,51037
21846,LimaModerna1,CAMIONETA RURAL,1,51,F,930
21847,LimaModerna1,CAMIONETA RURAL,2,68,F,12727
21848,LimaModerna1,AUTOMOVIL,2,59,M,6080
21849,LimaEste,STATION WAGON,2,45,M,2005
21850,LimaEste,STATION WAGON,2,45,M,12293
21851,LimaEste,AUTOMOVIL,3,24,M,31500
21852,LimaEste,CAMIONETA RURAL,2,40,F,30962
21853,LimaModerna1,AUTOMOVIL,3,43,M,2000
21854,LimaSur,AUTOMOVIL,5,40,F,3050
21855,LimaModerna2,CAMIONETA RURAL,3,53,M,4689
21856,LimaModerna2,CAMIONETA RURAL,3,40,M,7440
21857,LimaModerna2,CAMIONETA RURAL,3,40,M,7440
21858,LimaModerna2,CAMIONETA RURAL,2,51,M,25500
21859,LimaModerna2,CAMIONETA RURAL,2,32,M,17093
21860,LimaCentro,AUTOMOVIL,6,43,M,930
21861,LimaCentro,AUTOMOVIL,2,33,M,4500
21862,LimaCentro,AUTOMOVIL,3,65,F,1316
21863,LimaCentro,AUTOMOVIL,3,38,M,2948
21864,LimaEste,CAMIONETA PICK UP,2,63,M,19947
21865,LimaModerna1,AUTOMOVIL,4,30,F,8341
21866,LimaSur,AUTOMOVIL,3,28,F,2300
21867,LimaSur,AUTOMOVIL,2,25,F,2391
21868,LimaSur,AUTOMOVIL,2,26,F,2391
21869,LimaSur,AUTOMOVIL,2,25,F,2391
21870,LimaSur,AUTOMOVIL,2,26,F,2391
21871,LimaModerna1,AUTOMOVIL,3,34,F,3514
21872,LimaModerna1,AUTOMOVIL,1,29,F,11000
21873,LimaModerna1,AUTOMOVIL,3,50,M,3050
21874,LimaModerna2,AUTOMOVIL,1,65,M,791
21875,LimaModerna2,AUTOMOVIL,2,51,M,11000
21876,LimaModerna2,AUTOMOVIL,2,58,F,15321
21877,LimaModerna2,AUTOMOVIL,5,42,M,21858
21878,LimaModerna1,CAMIONETA RURAL,1,35,F,12143
21879,LimaModerna1,CAMIONETA RURAL,5,38,M,15412
21880,LimaModerna1,CAMIONETA RURAL,3,59,M,3005
21881,LimaModerna1,CAMIONETA RURAL,2,34,M,3839
21882,LimaEste,CAMIONETA RURAL,5,62,F,1502
21883,LimaEste,CAMIONETA RURAL,1,48,F,5615
21884,LimaEste,AUTOMOVIL,3,61,M,930
21885,LimaEste,AUTOMOVIL,2,47,F,7093
21886,LimaEste,AUTOMOVIL,5,38,M,2040
21887,LimaModerna1,CAMIONETA RURAL,2,40,M,8024
21888,LimaModerna1,CAMIONETA RURAL,4,43,M,1510
21889,LimaModerna1,CAMIONETA RURAL,3,38,F,1035
21890,LimaModerna1,CAMIONETA RURAL,3,43,M,14543
21891,LimaModerna1,CAMIONETA RURAL,3,46,M,22593
21892,LimaModerna1,CAMIONETA RURAL,3,45,F,3093
21893,LimaModerna1,CAMIONETA RURAL,3,28,M,13136
21894,LimaModerna1,CAMIONETA RURAL,1,58,M,5712
21895,LimaEste,CAMIONETA RURAL,1,35,F,3500
21896,LimaEste,CAMIONETA RURAL,3,32,F,930
21897,LimaEste,CAMIONETA RURAL,1,61,M,4623
21898,LimaEste,CAMIONETA RURAL,4,54,M,11486
21899,LimaSur,CAMIONETA RURAL,2,41,M,3893
21900,LimaSur,CAMIONETA RURAL,6,56,F,3478
21901,LimaSur,CAMIONETA RURAL,3,45,M,3208
21902,Callao,AUTOMOVIL,4,40,M,930
21903,LimaModerna2,AUTOMOVIL,6,49,F,1925
21904,LimaModerna2,AUTOMOVIL,3,33,F,3492
21905,LimaModerna2,AUTOMOVIL,1,35,F,8500
21906,LimaModerna2,CAMIONETA RURAL,3,37,F,3993
21907,LimaModerna2,CAMIONETA RURAL,5,53,M,5310
21908,LimaModerna2,CAMIONETA RURAL,4,48,M,4769
21909,LimaModerna2,CAMIONETA RURAL,5,52,M,16500
21910,LimaModerna1,AUTOMOVIL,2,61,M,8994
21911,LimaModerna1,AUTOMOVIL,6,41,M,1000
21912,LimaModerna1,CAMIONETA RURAL,3,46,F,40864
21913,LimaModerna1,CAMIONETA RURAL,3,44,M,21500
21914,LimaModerna1,CAMIONETA RURAL,2,40,M,10453
21915,LimaModerna1,CAMIONETA PICK UP,3,61,M,105610
21916,LimaSur,AUTOMOVIL,5,37,F,5600
21917,LimaSur,AUTOMOVIL,3,33,F,2816
21918,LimaSur,AUTOMOVIL,3,30,F,7875
21919,LimaSur,AUTOMOVIL,1,49,F,2154
21920,LimaSur,AUTOMOVIL,4,51,F,5000
21921,LimaSur,AUTOMOVIL,2,48,F,4668
21922,LimaModerna2,AUTOMOVIL,3,31,F,3100
21923,LimaSur,AUTOMOVIL,2,31,F,6512
21924,LimaSur,AUTOMOVIL,4,39,F,6093
21925,LimaModerna1,CAMIONETA RURAL,4,42,F,13819
21926,LimaModerna1,AUTOMOVIL,3,26,F,1020
21927,LimaModerna1,AUTOMOVIL,2,40,F,10574
21928,LimaModerna1,AUTOMOVIL,6,45,F,6178
21929,LimaModerna1,AUTOMOVIL,2,48,F,930
21930,LimaModerna1,AUTOMOVIL,1,25,M,6877
21931,Callao,AUTOMOVIL,4,43,M,3173
21932,Callao,AUTOMOVIL,3,50,M,3631
21933,LimaModerna1,AUTOMOVIL,3,70,F,2503
21934,LimaModerna1,AUTOMOVIL,2,42,M,930
21935,LimaCentro,AUTOMOVIL,2,47,M,3758
21936,LimaCentro,AUTOMOVIL,5,37,F,930
21937,LimaCentro,AUTOMOVIL,4,53,M,2062
21938,LimaModerna1,AUTOMOVIL,2,63,M,7018
21939,LimaModerna1,AUTOMOVIL,3,63,M,1089
21940,LimaModerna1,AUTOMOVIL,7,61,M,930
21941,LimaModerna1,AUTOMOVIL,2,29,M,9000
21942,LimaModerna1,AUTOMOVIL,3,49,M,7000
21943,LimaNorte,AUTOMOVIL,6,42,M,9000
21944,LimaModerna1,CAMIONETA RURAL,2,29,F,5300
21945,LimaModerna1,CAMIONETA RURAL,1,61,M,5609
21946,LimaModerna1,CAMIONETA RURAL,1,40,M,2514
21947,LimaModerna1,CAMIONETA RURAL,4,73,M,5045
21948,LimaModerna1,CAMIONETA RURAL,5,46,M,7993
21949,LimaModerna1,CAMIONETA RURAL,3,37,M,5593
21950,LimaModerna1,CAMIONETA RURAL,6,51,M,1200
21951,LimaModerna1,CAMIONETA RURAL,3,34,M,11093
21952,LimaModerna1,CAMIONETA RURAL,1,67,M,19150
21953,LimaModerna1,CAMIONETA RURAL,1,28,F,9000
21954,LimaNorte,CAMIONETA RURAL,1,50,M,12593
21955,LimaNorte,CAMIONETA RURAL,3,57,M,3956
21956,LimaModerna1,AUTOMOVIL,1,38,F,7493
21957,LimaModerna1,AUTOMOVIL,2,59,M,11000
21958,Callao,AUTOMOVIL,1,65,M,36845
21959,LimaCentro,AUTOMOVIL,2,48,M,11363
21960,LimaModerna1,AUTOMOVIL,3,46,F,8000
21961,LimaModerna1,AUTOMOVIL,3,50,M,13065
21962,LimaModerna1,AUTOMOVIL,2,33,F,25127
21963,LimaModerna1,AUTOMOVIL,2,49,F,7118
21964,LimaModerna1,AUTOMOVIL,5,50,M,32093
21965,LimaModerna1,AUTOMOVIL,2,25,M,27329
21966,Callao,AUTOMOVIL,2,47,M,1693
21967,Callao,AUTOMOVIL,3,36,F,2323
21968,Callao,AUTOMOVIL,2,68,M,1540
21969,Callao,AUTOMOVIL,5,43,M,2893
21970,LimaModerna1,AUTOMOVIL,2,30,F,5700
21971,LimaModerna1,AUTOMOVIL,2,37,M,8593
21972,LimaModerna1,AUTOMOVIL,2,37,M,8593
21973,LimaModerna1,CAMIONETA RURAL,1,70,M,6600
21974,LimaModerna1,CAMIONETA RURAL,5,63,M,11620
21975,LimaModerna1,CAMIONETA RURAL,5,63,M,11620
21976,LimaSur,AUTOMOVIL,3,35,M,2328
21977,LimaSur,AUTOMOVIL,2,43,M,1954
21978,LimaModerna1,AUTOMOVIL,4,48,F,1300
21979,LimaModerna1,AUTOMOVIL,2,22,M,2000
21980,LimaModerna1,AUTOMOVIL,3,56,F,4821
21981,LimaModerna2,CAMIONETA RURAL,4,49,M,8793
21982,LimaModerna2,CAMIONETA RURAL,3,53,M,4689
21983,LimaModerna2,CAMIONETA RURAL,3,53,M,4689
21984,LimaCentro,AUTOMOVIL,3,55,M,930
21985,LimaModerna1,AUTOMOVIL,4,50,M,13500
21986,LimaSur,AUTOMOVIL,2,26,F,2391
21987,LimaSur,AUTOMOVIL,2,26,F,2391
21988,LimaSur,AUTOMOVIL,2,25,F,2391
21989,LimaModerna1,AUTOMOVIL,5,44,M,7443
21990,LimaModerna1,AUTOMOVIL,3,61,F,1825
21991,LimaModerna1,AUTOMOVIL,1,44,M,6693
21992,LimaModerna2,AUTOMOVIL,6,46,M,1000
21993,LimaModerna2,AUTOMOVIL,2,62,M,3787
21994,LimaModerna2,AUTOMOVIL,2,43,F,5554
21995,LimaModerna1,AUTOMOVIL,4,56,F,6799
21996,LimaModerna1,AUTOMOVIL,2,26,F,8404
21997,LimaModerna1,AUTOMOVIL,2,75,M,833
21998,LimaModerna1,AUTOMOVIL,3,43,M,15625
21999,LimaModerna1,CAMIONETA RURAL,2,52,M,7337
22000,LimaModerna1,CAMIONETA RURAL,3,53,M,7493
22001,LimaModerna1,CAMIONETA RURAL,1,36,M,930
22002,LimaEste,CAMIONETA RURAL,2,47,M,30020
22003,LimaEste,AUTOMOVIL,2,45,M,4344
22004,LimaModerna1,CAMIONETA RURAL,2,37,M,1023
22005,LimaEste,CAMIONETA RURAL,2,59,M,1067
22006,LimaModerna2,AUTOMOVIL,1,27,M,6353
22007,LimaModerna2,AUTOMOVIL,3,31,M,2576
22008,LimaModerna2,AUTOMOVIL,2,59,F,5000
22009,LimaModerna2,CAMIONETA RURAL,4,53,M,12195
22010,LimaModerna2,CAMIONETA RURAL,2,39,M,6500
22011,LimaModerna2,CAMIONETA RURAL,1,48,M,27740
22012,LimaModerna1,AUTOMOVIL,2,48,F,2972
22013,LimaModerna1,CAMIONETA RURAL,5,49,M,4767
22014,LimaModerna1,CAMIONETA RURAL,3,44,M,21500
22015,LimaModerna1,CAMIONETA RURAL,3,36,M,9600
22016,LimaModerna1,CAMIONETA RURAL,3,46,M,38093
22017,LimaModerna1,CAMIONETA RURAL,3,63,M,21000
22018,LimaModerna1,CAMIONETA RURAL,3,36,M,28815
22019,LimaModerna1,CAMIONETA PICK UP,2,61,M,12000
22020,LimaModerna1,CAMIONETA PICK UP,4,62,M,5183
22021,LimaSur,AUTOMOVIL,3,52,M,7769
22022,LimaModerna2,AUTOMOVIL,5,50,F,2950
22023,LimaModerna1,CAMIONETA RURAL,3,53,M,4293
22024,LimaModerna1,CAMIONETA RURAL,4,39,M,22093
22025,LimaModerna1,CAMIONETA RURAL,4,43,M,15600
22026,LimaModerna1,AUTOMOVIL,5,34,M,3502
22027,LimaModerna1,AUTOMOVIL,2,33,F,2000
22028,LimaModerna1,AUTOMOVIL,4,32,F,6923
22029,Callao,AUTOMOVIL,5,33,M,2251
22030,LimaModerna1,AUTOMOVIL,1,33,M,6000
22031,LimaModerna1,AUTOMOVIL,1,26,F,3650
22032,LimaModerna1,AUTOMOVIL,3,67,M,3000
22033,LimaModerna1,AUTOMOVIL,4,77,M,961
22034,LimaModerna1,AUTOMOVIL,3,39,M,930
22035,LimaCentro,AUTOMOVIL,4,44,M,6100
22036,LimaCentro,AUTOMOVIL,4,45,M,3282
22037,LimaModerna1,AUTOMOVIL,2,59,M,10582
22038,LimaModerna1,AUTOMOVIL,2,59,M,10582
22039,LimaModerna1,CAMIONETA RURAL,6,63,M,16300
22040,LimaModerna1,CAMIONETA RURAL,1,61,M,5609
22041,LimaModerna1,CAMIONETA RURAL,6,66,F,16946
22042,LimaModerna1,CAMIONETA RURAL,4,47,M,15200
22043,LimaModerna1,CAMIONETA RURAL,1,38,M,69804
22044,LimaModerna1,CAMIONETA RURAL,1,31,M,16627
22045,LimaModerna1,AUTOMOVIL,2,32,F,3578
22046,LimaModerna1,AUTOMOVIL,3,47,F,23173
22047,LimaModerna1,AUTOMOVIL,4,56,F,2863
22048,Callao,AUTOMOVIL,2,30,M,3353
22049,Callao,CAMIONETA RURAL,5,42,F,2800
22050,LimaCentro,AUTOMOVIL,3,29,M,7465
22051,LimaCentro,AUTOMOVIL,3,70,M,3026
22052,LimaModerna1,AUTOMOVIL,3,28,M,6000
22053,LimaModerna1,AUTOMOVIL,2,27,F,5720
22054,LimaModerna1,AUTOMOVIL,1,32,M,1054
22055,LimaModerna1,AUTOMOVIL,2,59,M,16684
22056,LimaModerna1,AUTOMOVIL,3,48,M,20000
22057,LimaModerna1,AUTOMOVIL,2,59,M,16684
22058,Callao,AUTOMOVIL,1,40,M,3273
22059,LimaSur,AUTOMOVIL,2,65,M,3150
22060,LimaModerna1,AUTOMOVIL,3,64,F,2237
22061,LimaModerna1,AUTOMOVIL,4,49,F,4207
22062,LimaModerna1,CAMIONETA RURAL,4,74,M,1573
22063,LimaModerna1,CAMIONETA RURAL,4,74,M,1573
22064,LimaModerna1,CAMIONETA RURAL,3,44,M,26742
22065,LimaModerna1,CAMIONETA RURAL,2,33,M,3628
22066,LimaModerna1,STATION WAGON,4,49,M,1971
22067,LimaEste,STATION WAGON,3,56,M,2670
22068,Callao,AUTOMOVIL,3,30,M,10414
22069,LimaModerna1,AUTOMOVIL,4,34,F,9515
22070,LimaModerna1,AUTOMOVIL,3,42,M,10000
22071,LimaSur,AUTOMOVIL,2,31,M,6443
22072,LimaModerna2,CAMIONETA RURAL,2,59,M,11014
22073,LimaEste,CAMIONETA PICK UP,3,73,M,1365
22074,LimaModerna1,AUTOMOVIL,3,61,F,14000
22075,LimaModerna1,AUTOMOVIL,3,35,F,3730
22076,LimaEste,AUTOMOVIL,3,76,M,769
22077,LimaEste,AUTOMOVIL,1,60,M,6574
22078,LimaModerna1,AUTOMOVIL,5,29,F,5346
22079,LimaModerna1,AUTOMOVIL,3,35,F,8000
22080,LimaModerna1,AUTOMOVIL,1,32,M,12000
22081,LimaModerna1,AUTOMOVIL,7,43,F,930
22082,LimaModerna1,CAMIONETA RURAL,2,48,M,15093
22083,LimaModerna1,CAMIONETA RURAL,3,56,F,32982
22084,LimaModerna1,CAMIONETA RURAL,2,54,M,930
22085,LimaModerna1,CAMIONETA RURAL,3,48,M,14686
22086,LimaModerna1,AUTOMOVIL,1,37,F,930
22087,LimaEste,AUTOMOVIL,5,40,M,4000
22088,LimaEste,AUTOMOVIL,5,39,M,2232
22089,LimaEste,AUTOMOVIL,1,29,M,5084
22090,LimaModerna1,CAMIONETA RURAL,1,33,M,35244
22091,LimaModerna1,CAMIONETA RURAL,1,53,M,15743
22092,LimaModerna1,CAMIONETA RURAL,1,60,M,5280
22093,LimaModerna1,CAMIONETA RURAL,5,34,M,930
22094,LimaModerna2,AUTOMOVIL,2,49,M,16201
22095,LimaModerna2,AUTOMOVIL,5,29,M,3250
22096,LimaModerna2,AUTOMOVIL,4,29,M,3500
22097,LimaModerna1,AUTOMOVIL,1,25,M,4000
22098,LimaModerna1,CAMIONETA RURAL,3,37,F,7108
22099,LimaModerna1,CAMIONETA RURAL,3,44,M,14558
22100,LimaModerna1,CAMIONETA RURAL,4,35,M,5724
22101,LimaSur,CAMIONETA PICK UP,3,31,M,2593
22102,LimaModerna2,AUTOMOVIL,2,67,M,1000
22103,LimaModerna2,AUTOMOVIL,3,40,M,2243
22104,LimaModerna2,AUTOMOVIL,3,38,F,5472
22105,LimaModerna2,AUTOMOVIL,2,67,M,1000
22106,LimaModerna2,AUTOMOVIL,3,36,M,4114
22107,LimaModerna1,AUTOMOVIL,5,30,F,6610
22108,LimaModerna1,AUTOMOVIL,1,47,F,2793
22109,Callao,AUTOMOVIL,2,32,F,2003
22110,Callao,AUTOMOVIL,7,46,F,1579
22111,Callao,AUTOMOVIL,3,31,F,3043
22112,LimaCentro,AUTOMOVIL,6,62,M,10000
22113,LimaModerna1,AUTOMOVIL,1,36,M,1300
22114,LimaModerna1,AUTOMOVIL,1,36,M,1300
